file1,file2,import_similarity,method_similarity,label
awaitility/src/main/java/org/awaitility/Awaitility.java,awaitility/src/main/java/org/awaitility/core/ConditionAwaiter.java,0.1875,0.041666666666666664,1
Java/57. Insert Interval.java,Java/Compare Version Numbers.java,0.0,0.0,1
value-processor/test/org/immutables/value/processor/encode/MapperTest.java,value-fixture/src-java-17/org/immutables/fixture/j17/RecordDefaults.java,0.0,0.0,0
Java/28. Implement strStr().java,Java/K Edit Distance.java,0.0,0.0,1
Java/345. Reverse Vowels of a String.java,Java/938. Range Sum of BST.java,0.0,0.0,1
value-fixture/src-java-17/org/immutables/fixture/nullable/typeuse/MultipleNullables.java,value-fixture/src-java-17/org/immutables/fixture/jackson3/Foo.java,0.25,0.0,0
Java/221. Maximal Square.java,Java/686. Repeated String Match.java,0.0,0.0,1
Java/253. Meeting Rooms II.java,Java/98. Validate Binary Search Tree.java,0.0,0.0,1
value-fixture/src/org/immutables/fixture/serial/StructStyle.java,value-fixture/test/org/immutables/fixture/jackson/XmlNonForcePropertyNamesTest.java,0.1,0.0,0
Java/771. Jewels and Stones.java,Java/Swap Bits.java,0.0,0.0,1
Java/1033. Moving Stones Until Consecutive.java,Java/1146. Snapshot Array.java,0.0,0.0,1
Java/760. Find Anagram Mappings.java,Java/Swap Bits.java,0.0,0.0,1
Java/1216. Valid Palindrome III.java,Java/219. Contains Duplicate II.java,0.0,0.0,1
Java/327. Count of Range Sum.java,Java/415. Add Strings.java,0.0,0.0,1
Java/605. Can Place Flowers.java,Java/[lint]. Product of Array Exclude Itself.java,0.0,0.0,1
Java/Strobogrammatic Number II.java,Java/Populating Next Right Pointers in Each Node II.java,0.0,0.0,0
Java/297. Serialize and Deserialize Binary Tree.java,Java/301. Remove Invalid Parentheses.java,0.0,0.0,1
Java/387. First Unique Character in a String.java,Java/Maximal Rectangle.java,0.0,0.0,1
Java/621. Task Scheduler.java,Java/843. Guess the Word.java,0.0,0.0,1
Java/1004. Max Consecutive Ones III.java,Java/Word Ladder II.java,0.0,0.0,0
Java/1091. Shortest Path in Binary Matrix.java,Java/724. Find Pivot Index.java,0.0,0.0,1
Java/The Maze.java,Java/The Spiral Matrix II.java,0.0,0.0,1
Java/23. Merge k Sorted Lists.java,Java/345. Reverse Vowels of a String.java,0.0,0.0,1
Java/110. Balanced Binary Tree.java,Java/140. Word Break II.java,0.0,0.0,1
value-fixture/src/org/immutables/fixture/NoParametersSingletonProtectedConstructor.java,value-fixture/test-java-17/org/immutables/fixture/datatype/DataTest.java,0.0,0.0,0
Java/34. Find First and Last Position of Element in Sorted Array.java,Java/Bus Routes.java,0.0,0.0,1
microservices-idempotent-consumer/src/main/java/com/iluwatar/idempotentconsumer/RequestService.java,backpressure/src/main/java/com/iluwatar/backpressure/Subscriber.java,0.0,0.0,0
Java/1. Two Sum.java,Java/219. Contains Duplicate II.java,0.0,0.0,1
Java/257. Binary Tree Paths.java,Java/557. Reverse Words in a String III.java,0.0,0.0,1
Java/692. Top K Frequent Words.java,"Java/Pow(x, n).java",0.0,0.0,0
Java/308. Range Sum Query 2D - Mutable.java,Java/686. Repeated String Match.java,0.0,0.0,1
value-fixture/test/org/immutables/fixture/nullable/TypeuseAnnotationTest.java,generator/src/org/immutables/generator/PostprocessingMachine.java,0.021739130434782608,0.0,0
Java/Flip Game II.java,Java/Binary Representation.java,0.0,0.0,0
Java/824. Goat Latin.java,Java/Wildcard Matching.java,0.0,0.0,1
Java/359. Logger Rate Limiter.java,Java/410. Split Array Largest Sum.java,0.0,0.0,1
Java/23. Merge k Sorted Lists.java,Java/689. Maximum Sum of 3 Non-Overlapping Subarrays.java,0.0,0.0,1
Java/219. Contains Duplicate II.java,Java/303. Range Sum Query - Immutable.java,0.0,0.0,1
value-fixture/src/org/immutables/fixture/DefaultMoreSpecialCases.java,generator/src/org/immutables/generator/Output.java,0.0,0.0,0
Java/349. Intersection of Two Arrays.java,Java/Minimum Subarray.java,0.0,0.0,0
Java/850. Rectangle Area II.java,Java/Word Squares.java,0.0,0.0,1
Java/636. Exclusive Time of Functions.java,Java/720. Longest Word in Dictionary.java,0.0,0.0,1
Java/849. Maximize Distance to Closest Person.java,Java/Minimum Subarray.java,0.0,0.0,0
Java/114. Flatten Binary Tree to Linked List.java,Java/516. Longest Palindromic Subsequence.java,0.0,0.0,1
Java/206. Reverse Linked List.java,Java/Flatten 2D Vector.java,0.0,0.0,0
Java/Friends Of Appropriate Ages.java,Java/Binary Representation.java,0.0,0.0,0
value-fixture/src/org/immutables/fixture/NoParametersConstructor.java,value-fixture/test/org/immutables/fixture/with/WithAllowNullsMapTest.java,0.0,0.0,0
Java/305. Number of Islands II.java,Java/Frog Jump.java,0.0,0.0,1
Java/Heaters.java,Java/Reverse String.java,0.0,0.0,1
Java/52. N-Queens II.java,Java/Flatten 2D Vector.java,0.0,0.0,0
Java/1216. Valid Palindrome III.java,Java/21. Merge Two Sorted Lists.java,0.0,0.0,1
Java/Queue Reconstruction by Height.java,Java/Sort Letters by Case.java,0.0,0.0,0
Java/767. Reorganize String.java,Java/Walls and Gates.java,0.0,0.0,1
value-annotations/src/org/immutables/value/Value.java,value-processor/src/org/immutables/value/processor/meta/ValueType.java,0.0,0.0,1
Java/986. Interval List Intersections.java,Java/Ones and Zeroes.java,0.0,0.0,1
Java/235. Lowest Common Ancestor of a Binary Search Tree.java,Java/68. Text Justification.java,0.0,0.0,1
Java/68. Text Justification.java,Java/Backpack.java,0.0,0.0,0
value-processor/src/org/immutables/value/processor/meta/TypeStringProvider.java,value-fixture/src-java-17/org/immutables/fixture/j17/RecordStaged.java,0.03571428571428571,0.0,0
Java/1170. Compare Strings by Frequency of the Smallest Character.java,Java/Sliding Puzzle.java,0.0,0.0,1
Java/297. Serialize and Deserialize Binary Tree.java,Java/373. Find K Pairs with Smallest Sums.java,0.0,0.0,1
Java/Maximum Average Subarray I.java,Java/Trapping Rain Water II.java,0.0,0.0,0
Java/149. Max Points on a Line.java,Java/Subarray Sum Closest.java,0.0,0.0,0
Java/1043. Partition Array for Maximum Sum.java,Java/169. Majority Element.java,0.0,0.0,1
Java/71. Simplify Path.java,Java/One Edit Distance.java,0.0,0.0,0
Java/1048. Longest String Chain.java,Java/88. Merge Sorted Array.java,0.0,0.0,1
Java/259. 3Sum Smaller.java,Java/Max Sum of Rectangle No Larger Than K.java,0.0,0.0,1
Java/156. Binary Tree Upside Down.java,Java/235. Lowest Common Ancestor of a Binary Search Tree.java,0.0,0.0,1
Java/136. Single Number.java,Java/Linked List Cycle II.java,0.0,0.0,0
Java/315. Count of Smaller Numbers After Self.java,Java/Populating Next Right Pointers in Each Node II.java,0.0,0.0,0
Java/341. Flatten Nested List Iterator.java,Java/Count of Smaller Number.java,0.0,0.0,0
Java/893. Groups of Special-Equivalent Strings.java,Java/Binary Gap.java,0.0,0.0,1
Java/1026. Maximum Difference Between Node and Ancestor.java,Java/Median of two Sorted Arrays.java,0.0,0.0,0
Java/104. Maximum Depth of Binary Tree.java,Java/771. Jewels and Stones.java,0.0,0.0,1
Java/339. Nested List Weight Sum.java,Java/[lint]. Nth to Last Node in List.java,0.0,0.0,1
Java/237. Delete Node in a Linked List.java,Java/Connecting Graph.java,0.0,0.0,1
GenerateCodeTable.java,Java/493. Reverse Pairs.java,0.0,0.0,1
generator-processor/src/org/immutables/generator/processor/Accessors.java,value-fixture/test/org/immutables/fixture/generatorext/RewriteTest.java,0.0,0.0,0
Java/287. Find the Duplicate Number.java,Java/Shortest Distance from All Buildings.java,0.0,0.0,1
Java/438. Find All Anagrams in a String.java,Java/Compare Version Numbers.java,0.0,0.0,1
Java/1203. Sort Items by Groups Respecting Dependencies.java,Java/261. Graph Valid Tree.java,0.0,0.0,1
Java/322. Coin Change.java,Java/Reshape the Matrix.java,0.0,0.0,1
Java/383. Ransom Note.java,Java/Connecting Graph.java,0.0,0.0,1
Java/112. Path Sum.java,Java/Wildcard Matching.java,0.0,0.0,1
Java/1108. Defanging an IP Address.java,Java/1249. Minimum Remove to Make Valid Parentheses.java,0.0,0.0,1
Java/104. Maximum Depth of Binary Tree.java,Java/239. Sliding Window Maximum.java,0.0,0.0,1
Java/319. Bulb Switcher.java,Java/Sliding Puzzle.java,0.0,0.0,1
Java/234. Palindrome Linked List.java,Java/Path Sum IV.java,0.0,0.0,1
thread-pool-executor/src/test/java/com/iluwatar/threadpoolexecutor/VipGuestCheckInTaskTest.java,backpressure/src/main/java/com/iluwatar/backpressure/Publisher.java,0.0,0.0,0
Java/272. Closest Binary Search Tree Value II.java,Java/5. Longest Palindromic Substring.java,0.0,0.0,1
Java/1060. Missing Element in Sorted Array.java,Java/Longest Common Substring.java,0.0,0.0,0
publish-subscribe/src/main/java/com/iluwatar/publish/subscribe/subscriber/WeatherSubscriber.java,publish-subscribe/src/test/java/com/iluwatar/publish/subscribe/model/TopicTest.java,0.0,0.0,1
Java/[lint]. Heapify.java,Java/Best Time to Buy and Sell Stock III.java,0.0,0.0,0
Java/101. Symmetric Tree.java,Java/893. Groups of Special-Equivalent Strings.java,0.0,0.0,1
Java/42. Trapping Rain Water.java,Java/Add Digits.java,0.0,0.0,1
value-fixture/src-java-17/org/immutables/fixture/jackson3/MinimumAnnotationsMapped.java,value-fixture/test-java-17/org/immutables/fixture/j17/RecordTest.java,0.2,0.0,0
value-processor/src/org/immutables/value/processor/meta/UnshadeJackson3.java,datatype/test/org/immutables/datatype/Dtt.java,0.0,0.0,0
Java/760. Find Anagram Mappings.java,Java/[HackerRank]. Change to Anagram.java,0.0,0.0,1
Java/Missing Number.java,Java/One Edit Distance.java,0.0,0.0,0
Java/Longest Univalue Path.java,Java/Longest Common Substring.java,0.0,0.0,0
Java/Walls and Gates.java,Java/Segment Tree Query II.java,0.0,0.0,0
Java/221. Maximal Square.java,Java/Queue Reconstruction by Height.java,0.0,0.0,1
Java/21. Merge Two Sorted Lists.java,Java/896. Monotonic Array.java,0.0,0.0,1
Java/156. Binary Tree Upside Down.java,Java/304. Range Sum Query 2D - Immutable.java,0.0,0.0,1
Java/Ones and Zeroes.java,Java/Shortest Palindrome.java,0.0,0.0,1
thread-pool-executor/src/test/java/com/iluwatar/threadpoolexecutor/AppTest.java,actor-model/src/main/java/com/iluwatar/actormodel/Actor.java,0.0,0.0,0
Java/20. Valid Parentheses.java,Java/[lint]. Anagrams.java,0.0,0.0,1
Java/686. Repeated String Match.java,Java/Palindrome Pairs.java,0.0,0.0,1
Java/104. Maximum Depth of Binary Tree.java,Java/Best Time to Buy and Sell Stock III.java,0.0,0.0,0
Java/222. Count Complete Tree Nodes.java,Java/[lint]. Segment Tree Query.java,0.0,0.0,1
Java/557. Reverse Words in a String III.java,Java/Binary Representation.java,0.0,0.0,0
Java/297. Serialize and Deserialize Binary Tree.java,Java/Connecting Graph II.java,0.0,0.0,1
Java/345. Reverse Vowels of a String.java,Java/893. Groups of Special-Equivalent Strings.java,0.0,0.0,1
Java/1110. Delete Nodes And Return Forest.java,Java/[lint]. Segment Tree Query.java,0.0,0.0,1
Java/[lint]. Subarray Sum.java,Java/Kth Smallest Element in a Sorted Matrix.java,0.0,0.0,0
Java/Contiguous Array.java,Java/Encode and Decode TinyURL.java,0.0,0.0,1
Java/427. Construct Quad Tree.java,Java/Predict the Winner.java,0.0,0.0,1
Java/173. Binary Search Tree Iterator.java,Java/278. First Bad Version.java,0.0,0.0,1
Java/432. All One Data Structure.java,Java/[lint]. Segment Tree Query.java,0.0,0.0,1
Java/234. Palindrome Linked List.java,Java/[tool]. Hash Function.java,0.0,0.0,1
Java/339. Nested List Weight Sum.java,Java/Longest Valid Parentheses.java,0.0,0.0,1
Java/686. Repeated String Match.java,Java/852. Peak Index in a Mountain Array.java,0.0,0.0,1
Java/299. Bulls and Cows.java,Java/Interval Sum.java,0.0,0.0,0
Java/236. Lowest Common Ancestor of a Binary Tree.java,Java/Target Sum.java,0.0,0.0,1
Java/1041. Robot Bounded In Circle.java,Java/Friends Of Appropriate Ages.java,0.0,0.0,1
Java/253. Meeting Rooms II.java,Java/Design Search Autocomplete System.java,0.0,0.0,1
Java/1. Two Sum.java,Java/[HackerRank]. Change to Anagram.java,0.0,0.0,1
Java/339. Nested List Weight Sum.java,Java/Word Search II.java,0.0,0.0,0
Java/Maximum Vacation Days.java,Java/Longest Common Substring.java,0.0,0.0,0
Java/Connecting Graph.java,Java/Max Sum of Rectangle No Larger Than K.java,0.0,0.0,1
Java/62. Unique Path.java,Java/Redundant Connection.java,0.0,0.0,1
Java/277. Find the Celebrity.java,Java/852. Peak Index in a Mountain Array.java,0.0,0.0,1
Java/1219. Path with Maximum Gold.java,Java/56. Merge Intervals.java,0.0,0.0,1
value-processor/src/org/immutables/value/processor/encode/SourceStructureGet.java,value-fixture/src/org/immutables/fixture/CheckWithPlainConstructor.java,0.0,0.0,0
Java/1146. Snapshot Array.java,Java/Shortest Distance from All Buildings.java,0.0,0.0,1
clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/Cart.java,publish-subscribe/src/main/java/com/iluwatar/publish/subscribe/App.java,0.0,0.0,0
Java/427. Construct Quad Tree.java,Java/850. Rectangle Area II.java,0.0,0.0,1
Java/796. Rotate String.java,Java/Longest Increasing Subsequence.java,0.0,0.0,0
Java/727. Minimum Window Subsequence.java,Java/Longest Univalue Path.java,0.0,0.0,1
publish-subscribe/src/test/java/com/iluwatar/publish/subscribe/AppTest.java,backpressure/src/test/java/com/iluwatar/backpressure/AppTest.java,1.0,1.0,0
Java/383. Ransom Note.java,Java/64. Minimum Path Sum.java,0.0,0.0,1
Java/1203. Sort Items by Groups Respecting Dependencies.java,Java/Kth Largest Element in an Array.java,0.0,0.0,1
Java/238. Product of Array Except Self.java,Java/88. Merge Sorted Array.java,0.0,0.0,1
Java/414. Third Maximum Number.java,Java/Contiguous Array.java,0.0,0.0,1
Java/1091. Shortest Path in Binary Matrix.java,Java/Path Sum III.java,0.0,0.0,1
Java/157. Read N Characters Given Read4.java,Java/78. Subsets.java,0.0,0.0,1
Java/Reshape the Matrix.java,Java/[tool] Quick Select - Median.java,0.0,0.0,1
Java/98. Validate Binary Search Tree.java,Java/The Maze.java,0.0,0.0,1
Java/1040. Moving Stones Until Consecutive II.java,Java/Strobogrammatic Number II.java,0.0,0.0,0
Java/387. First Unique Character in a String.java,Java/689. Maximum Sum of 3 Non-Overlapping Subarrays.java,0.0,0.0,1
Java/222. Count Complete Tree Nodes.java,Java/561. Array Partition I.java,0.0,0.0,1
Java/245. Shortest Word Distance III.java,Java/Redundant Connection II.java,0.0,0.0,1
Java/Wildcard Matching.java,Java/Longest Increasing Subsequence.java,0.0,0.0,0
Java/1197. Minimum Knight Moves.java,Java/Next Closest Time.java,0.0,0.0,1
Java/843. Guess the Word.java,Java/Merge Two Binary Trees.java,0.0,0.0,1
Java/Guess Number Higher or Lower.java,Java/k Sum.java,0.0,0.0,1
Java/Robot Room Cleaner.java,Java/Subarray Sum Closest.java,0.0,0.0,0
Java/[tool]. UnionFind.java,Java/Minimum Size Subarray Sum.java,0.0,0.0,0
generator/src/org/immutables/generator/PostprocessingMachine.java,value-fixture/src/org/immutables/fixture/builder/from/HugeParentTwo.java,0.0,0.0,0
Java/Best Time to Buy and Sell Stock with Cooldown.java,Java/Sort Colors II.java,0.0,0.0,0
Java/314. Binary Tree Vertical Order Traversal.java,Java/Minimum Subarray.java,0.0,0.0,0
Java/1007. Minimum Domino Rotations For Equal Row.java,Java/Kth Smallest Element in a Sorted Matrix.java,0.0,0.0,0
Java/1040. Moving Stones Until Consecutive II.java,Java/1048. Longest String Chain.java,0.0,0.0,1
Java/243. Shortest Word Distance.java,Java/26.Remove Duplicates from Sorted Array.java,0.0,0.0,1
Java/277. Find the Celebrity.java,Java/278. First Bad Version.java,0.0,0.0,1
Java/796. Rotate String.java,Java/9. Palindrome Number.java,0.0,0.0,1
Java/133. Clone Graph.java,Java/205. Isomorphic Strings.java,0.0,0.0,1
Java/716. Max Stack.java,Java/Swap Bits.java,0.0,0.0,1
Java/208. Implement Trie (Prefix Tree).java,Java/Largest Number.java,0.0,0.0,0
Java/206. Reverse Linked List.java,Java/698. Partition to K Equal Sum Subsets.java,0.0,0.0,1
Java/112. Path Sum.java,Java/49. Group Anagrams.java,0.0,0.0,1
Java/124. Binary Tree Maximum Path Sum.java,Java/518. Coin Change 2.java,0.0,0.0,1
Java/88. Merge Sorted Array.java,Java/Heaters.java,0.0,0.0,1
Java/387. First Unique Character in a String.java,Java/[lint]. Anagrams.java,0.0,0.0,1
Java/1108. Defanging an IP Address.java,Java/Maximal Rectangle.java,0.0,0.0,1
Java/134. Gas Station.java,Java/Sort Colors.java,0.0,0.0,0
Java/361. Bomb Enemy.java,Java/414. Third Maximum Number.java,0.0,0.0,1
Java/Jump Game II.java,Java/Flip Game II.java,0.0,0.0,0
Java/359. Logger Rate Limiter.java,Java/Best Time to Buy and Sell Stock with Transaction Fee.java,0.0,0.0,1
Java/1161. Maximum Level Sum of a Binary Tree.java,Java/893. Groups of Special-Equivalent Strings.java,0.0,0.0,1
Java/140. Word Break II.java,Java/Number of Digit One.java,0.0,0.0,1
Java/716. Max Stack.java,Java/[tool]. Topological Sorting.java,0.0,0.0,1
Java/199. Binary Tree Right Side View.java,Java/Walls and Gates.java,0.0,0.0,1
Java/938. Range Sum of BST.java,Java/Subarray Sum Closest.java,0.0,0.0,0
Java/387. First Unique Character in a String.java,Java/Guess Number Higher or Lower.java,0.0,0.0,1
Java/680. Valid Palindrome II.java,Java/[lint]. Product of Array Exclude Itself.java,0.0,0.0,1
Java/293. Flip Game.java,Java/K Empty Slots.java,0.0,0.0,1
Java/269. Alien Dictionary.java,Java/70. Climbing Stairs.java,0.0,0.0,1
Java/Binary Tree Longest Consecutive Sequence II.java,Java/Maximum Average Subarray I.java,0.0,0.0,1
Java/[tool]. UnionFind.java,Java/Sort List.java,0.0,0.0,0
thread-pool-executor/src/main/java/com/iluwatar/threadpoolexecutor/FrontDeskService.java,session-facade/src/test/java/com/iluwatar/sessionfacade/PaymentServiceTest.java,0.0,0.0,0
Java/745. Prefix and Suffix Search.java,Java/Predict the Winner.java,0.0,0.0,1
value-fixture/test-java-17/org/immutables/fixture/jackson3/ObjectMappedTest.java,value-fixture/test/org/immutables/fixture/generatorext/RewriteTest.java,0.1111111111111111,0.0,0
Java/131. Palindrome Partitioning.java,Java/Sliding Puzzle.java,0.0,0.0,1
Java/139. Word Break.java,Java/721. Accounts Merge.java,0.0,0.0,1
Java/1153. String Transforms Into Another String.java,Java/265. Paint House II.java,0.0,0.0,1
Java/Path Sum III.java,Java/Queue Reconstruction by Height.java,0.0,0.0,1
value-processor/src/org/immutables/value/processor/meta/ValueMirrors.java,value-fixture/src-java-17/org/immutables/fixture/j17/EnclosedStaged.java,0.0,0.0,0
Java/145. Binary Tree Postorder Traversal.java,Java/741. Cherry Pickup.java,0.0,0.0,1
Java/Reverse String.java,Java/[lint]. Nth to Last Node in List.java,0.0,0.0,1
Java/689. Maximum Sum of 3 Non-Overlapping Subarrays.java,Java/Scramble String.java,0.0,0.0,1
Java/102. Binary Tree Level Order Traversal.java,Java/[lint]. Merge k Sorted Arrays.java,0.0,0.0,1
Java/Max Area of Island.java,Java/Number of Airplane in the sky.java,0.0,0.0,0
Java/110. Balanced Binary Tree.java,"Java/Pow(x, n).java",0.0,0.0,0
Java/1007. Minimum Domino Rotations For Equal Row.java,Java/727. Minimum Window Subsequence.java,0.0,0.0,1
Java/741. Cherry Pickup.java,Java/Segment Tree Query II.java,0.0,0.0,0
Java/101. Symmetric Tree.java,Java/72. Edit Distance.java,0.0,0.0,1
Java/19. Remove Nth Node From End of List.java,Java/Minimum Size Subarray Sum.java,0.0,0.0,0
Java/158. Read N Characters Given Read4 II - Call multiple times.java,Java/361. Bomb Enemy.java,0.0,0.0,1
value-fixture/test/org/immutables/fixture/modifiable/ModifiablesTest.java,generator/src/org/immutables/extgenerator/GeneratedImportsModifier.java,0.0,0.0,0
Java/632. Smallest Range Covering Elements from K Lists.java,Java/Binary Gap.java,0.0,0.0,1
Java/Next Closest Time.java,Java/Interval Sum II.java,0.0,0.0,0
value-fixture/src/nonimmutables/ParentAnnotation.java,generator/src/org/immutables/generator/ImportRewriter.java,0.0,0.0,0
Java/Redundant Connection II.java,Java/4Sum.java,0.0,0.0,0
Java/136. Single Number.java,Java/Backspace String Compare.java,0.0,0.0,1
Java/408. Valid Word Abbreviation.java,Java/[lint]. HashHeap.java,0.0,0.0,1
Java/605. Can Place Flowers.java,Java/[lint]. Anagrams.java,0.0,0.0,1
Java/198. House Robber.java,Java/235. Lowest Common Ancestor of a Binary Search Tree.java,0.0,0.0,1
Java/68. Text Justification.java,Java/Sort List.java,0.0,0.0,0
Java/269. Alien Dictionary.java,Java/[tool]. Hash Function.java,0.0,0.0,1
Java/977. Squares of a Sorted Array.java,Java/[lint]. Lowest Common Ancestor II.java,0.0,0.0,1
Java/78. Subsets.java,Java/Backpack V.java,0.0,0.0,1
Java/8. String to Integer (atoi).java,Java/Longest Common Substring.java,0.0,0.0,0
Java/121. Best Time to Buy and Sell Stock.java,Java/Kth Smallest Element in a Sorted Matrix.java,0.0,0.0,0
Java/272. Closest Binary Search Tree Value II.java,Java/692. Top K Frequent Words.java,0.0,0.0,1
clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/OrderRepository.java,function-composition/src/main/java/com/iluwatar/function/composition/App.java,0.0,0.0,0
Java/Convert Sorted Array to Binary Search Tree.java,Java/Maximum XOR of Two Numbers in an Array.java,0.0,0.0,1
Java/112. Path Sum.java,Java/716. Max Stack.java,0.0,0.0,1
Java/1170. Compare Strings by Frequency of the Smallest Character.java,Java/Jump Game II.java,0.0,0.0,1
Java/Number Of Corner Rectangles.java,Java/Sort Letters by Case.java,0.0,0.0,0
Java/383. Ransom Note.java,Java/Minimum Subarray.java,0.0,0.0,0
Java/Convert Sorted Array to Binary Search Tree.java,Java/Merge Two Binary Trees.java,0.0,0.0,1
Java/142. Linked List Cycle II.java,Java/269. Alien Dictionary.java,0.0,0.0,1
Java/686. Repeated String Match.java,Java/Minimum Size Subarray Sum.java,0.0,0.0,0
Java/204. Count Primes.java,Java/350. Intersection of Two Arrays II.java,0.0,0.0,1
Java/Combination Sum IV.java,Java/Largest Number.java,0.0,0.0,0
Java/341. Flatten Nested List Iterator.java,Java/347. Top K Frequent Elements.java,0.0,0.0,1
Java/111. Minimum Depth of Binary Tree.java,Java/272. Closest Binary Search Tree Value II.java,0.0,0.0,1
Java/159. Longest Substring with At Most Two Distinct Characters.java,Java/Add Digits.java,0.0,0.0,1
Java/145. Binary Tree Postorder Traversal.java,Java/Counting Bits.java,0.0,0.0,1
Java/15. 3Sum.java,Java/448. Find All Numbers Disappeared in an Array.java,0.0,0.0,1
Java/698. Partition to K Equal Sum Subsets.java,Java/Binary Tree Longest Consecutive Sequence II.java,0.0,0.0,1
Java/131. Palindrome Partitioning.java,Java/340. Longest Substring with At Most K Distinct Characters.java,0.0,0.0,1
Java/639. Decode Ways II.java,Java/98. Validate Binary Search Tree.java,0.0,0.0,1
Java/408. Valid Word Abbreviation.java,Java/[tool]. UnionFind.java,0.0,0.0,1
Java/Copy Books.java,Java/Flatten 2D Vector.java,0.0,0.0,0
Java/Bricks Falling When Hit.java,Java/Longest Increasing Subsequence.java,0.0,0.0,0
Java/1110. Delete Nodes And Return Forest.java,Java/One Edit Distance.java,0.0,0.0,0
Java/Flood Fill.java,Java/Sliding Puzzle.java,0.0,0.0,1
Java/236. Lowest Common Ancestor of a Binary Tree.java,Java/283. Move Zeroes.java,0.0,0.0,1
Java/22. Generate Parentheses.java,Java/Add Digits.java,0.0,0.0,1
Java/210. Course Schedule II.java,Java/523. Continuous Subarray Sum.java,0.0,0.0,1
Java/1110. Delete Nodes And Return Forest.java,Java/4Sum.java,0.0,0.0,0
Java/158. Read N Characters Given Read4 II - Call multiple times.java,Java/Palindromic Substrings.java,0.0,0.0,1
Java/64. Minimum Path Sum.java,Java/Sort List.java,0.0,0.0,0
Java/Subarray Sum II.java,Java/Minimum Size Subarray Sum.java,0.0,0.0,0
Java/327. Count of Range Sum.java,Java/Word Ladder II.java,0.0,0.0,0
Java/1170. Compare Strings by Frequency of the Smallest Character.java,Java/261. Graph Valid Tree.java,0.0,0.0,1
Java/140. Word Break II.java,Java/K Empty Slots.java,0.0,0.0,1
Java/12. Integer to Roman.java,Java/557. Reverse Words in a String III.java,0.0,0.0,1
thread-pool-executor/src/main/java/com/iluwatar/threadpoolexecutor/FrontDeskService.java,publish-subscribe/src/main/java/com/iluwatar/publish/subscribe/subscriber/Subscriber.java,0.0,0.0,0
value-fixture/src/org/immutables/fixture/generatorext/Objects.java,value-fixture/src/org/immutables/fixture/builder/from/HugeParentTwo.java,0.0,0.0,0
Java/315. Count of Smaller Numbers After Self.java,Java/410. Split Array Largest Sum.java,0.0,0.0,1
Java/65. Valid Number.java,Java/844. Backspace String Compare.java,0.0,0.0,1
Java/1. Two Sum.java,Java/Max Area of Island.java,0.0,0.0,1
